Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Alberta","Edmonton Centre/Edmonton-Centre","48014","Heather MacKenzie NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Executive Director/Directrice générale",14171,28.8,,
"Alberta","Edmonton Centre/Edmonton-Centre","48014","Brock Crocker People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",2094,4.3,,
"Alberta","Edmonton Centre/Edmonton-Centre","48014","Valerie Keefe Libertarian/Libertarien","Edmonton, Alta./ Alb.","Screenwriter/Scénariste",266,.5,,
"Alberta","Edmonton Centre/Edmonton-Centre","48014","Merryn Edwards Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Union Representative/Représentante syndicale",112,.2,,
"Alberta","Edmonton Griesbach","48015","Blake Desjarlais NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","National Director, Metis Settlements/Directeur national – Metis Settlements",17457,40.5,      1500,   3.5
"Alberta","Edmonton Griesbach","48015","Kerry Diotte ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",15957,37.1,,
"Alberta","Edmonton Griesbach","48015","Habiba Mohamud Liberal/Libéral","Edmonton, Alta./ Alb.","Researcher with the Government of Alberta/Chercheuse auprès du gouvernement de l'Alberta",5979,13.9,,
"Alberta","Edmonton Griesbach","48015","Thomas Matty People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",2617,6.1,,
"Alberta","Edmonton Griesbach","48015","Heather Lau Green Party/Parti Vert","Regina, Sask.","Advocate /Défenseure",538,1.2,,
"Alberta","Edmonton Griesbach","48015","Morgan Watson Libertarian/Libertarien","Edmonton, Alta./ Alb.","Artist/Artiste",268,.6,,
"Alberta","Edmonton Griesbach","48015","Alex Boykowich Communist/Communiste","Edmonton, Alta./ Alb.","Researcher/Chercheur",140,.3,,
"Alberta","Edmonton Griesbach","48015","Mary Joyce Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Artist/Artiste",103,.2,,
"Alberta","Edmonton Manning","48016","Ziad Aboultaif ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",20219,41.1,      5220,  10.6
"Alberta","Edmonton Manning","48016","Charmaine St. Germain NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Retail Clerk/Commis au détail",14999,30.5,,
"Alberta","Edmonton Manning","48016","Donna Lynn Smith Liberal/Libéral","Edmonton, Alta./ Alb.","Retired Professor of Nursing/Professeure de soins infirmiers à la retraite",10468,21.3,,
"Alberta","Edmonton Manning","48016","Martin Halvorson People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Manager/Gestionnaire",3407,6.9,,
"Alberta","Edmonton Manning","48016","Andre Vachon Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Pipeline Worker/Travailleur du secteur des pipelines",133,.3,,
"Alberta","Edmonton Mill Woods","48017","Tim Uppal ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Consultant/Consultant",18392,37.9,      1893,   3.9
"Alberta","Edmonton Mill Woods","48017","Ben Henderson Liberal/Libéral","Edmonton, Alta./ Alb.","City Councillor/Conseiller municipal",16499,34,,
"Alberta","Edmonton Mill Woods","48017","Nigel Logan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","IT Professional/Professionnel de la technologie de l'information",10553,21.8,,
"Alberta","Edmonton Mill Woods","48017","Paul Edward McCormack People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Self-Employed/Travailleur indépendant",2898,6,,
"Alberta","Edmonton Mill Woods","48017","Naomi Rankin Communist/Communiste","Edmonton, Alta./ Alb.","Retired/À la retraite",172,.4,,
"Alberta","Edmonton Riverbend","48018","Matt Jeneroux ** Conservative/Conservateur","Edmonton, Alta./ Alb.","parliamentarian/Parlementaire",25702,45.1,     11533,  20.3
"Alberta","Edmonton Riverbend","48018","Tariq Chaudary Liberal/Libéral","Edmonton, Alta./ Alb.","Retired IT Professional/Professionnel de la technologie à la retraite",14169,24.9,,
"Alberta","Edmonton Riverbend","48018","Shawn Gray NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","City of Edmonton Public Outreach/Sensibilisation du public de la ville d'Edmonton",14154,24.9,,
"Alberta","Edmonton Riverbend","48018","Jennifer Peace People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Nurse/Infirmière",2142,3.8,,
"Alberta","Edmonton Riverbend","48018","Melanie Hoffman Green Party/Parti Vert","Edmonton, Alta./ Alb.","Program Manager/Gestionnaire de programme",761,1.3,,
"Alberta","Edmonton Strathcona","48019","Heather McPherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",31690,60.7,     18380,  35.2
"Alberta","Edmonton Strathcona","48019","Tunde Obasan Conservative/Conservateur","Edmonton, Alta./ Alb.","Public Servant/Fonctionnaire",13310,25.5,,
"Alberta","Edmonton Strathcona","48019","Hibo Mohamed Liberal/Libéral","Edmonton, Alta./ Alb.","Executive Assistant/Adjointe de direction",3948,7.6,,
"Alberta","Edmonton Strathcona","48019","Wes Janke People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Teacher/Enseignant",2366,4.5,,
"Alberta","Edmonton Strathcona","48019","Kelly Green Green Party/Parti Vert","Edmonton, Alta./ Alb.","Media Producer/Producteur de médias",634,1.2,,
"Alberta","Edmonton Strathcona","48019","Malcolm Stinson Libertarian/Libertarien","Edmonton, Alta./ Alb.","Construction Contractor/Entrepreneur en construction",275,.5,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Kelly McCauley ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",25278,45.1,     11088,  19.8
"Alberta","Edmonton West/Edmonton-Ouest","48020","Sandra Hunter NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Technical Training Advisor/Conseillère en formation technique",14190,25.3,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Adam Wilson Brown Liberal/Libéral","Edmonton, Alta./ Alb.","CEO of a nanotech start-up/PDG – entreprise de nanotechnologie",13016,23.2,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Brent Kinzel People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",3354,6,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Peggy Morton Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Healthcare Worker/Travailleuse de la santé",151,.3,,
"Alberta","Edmonton--Wetaskiwin","48021","Mike Lake ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",48340,55.7,     30081,  34.6
"Alberta","Edmonton--Wetaskiwin","48021","Hugo Charles NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Leduc, Alta./ Alb.","Customer Service Representative/Préposé au service à la clientèle",18259,21,,
"Alberta","Edmonton--Wetaskiwin","48021","Ron Thiering Liberal/Libéral","Sherwood Park, Alta./ Alb.","Racetrack Promotor/Promoteur d'hippodrome",12229,14.1,,
"Alberta","Edmonton--Wetaskiwin","48021","Tyler Beauchamp People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Health and Safety Manager/Gestionnaire en santé et sécurité",7670,8.8,,
"Alberta","Edmonton--Wetaskiwin","48021","Travis Calliou VCP/CAC","Devon, Alta./ Alb.","Retired/À la retraite",345,.4,,
"Alberta","Foothills","48022","John Barlow ** Conservative/Conservateur","High River, Alta./ Alb.","Parliamentarian/Parlementaire",44456,69.2,     37339,  58.1
"Alberta","Foothills","48022","Michelle Traxel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Okotoks, Alta./ Alb.","Restaurant Owner/Propriétaire de restaurant",7117,11.1,,
"Alberta","Foothills","48022","Daniel Hunter People's Party - PPC/Parti populaire - PPC","Okotoks, Alta./ Alb.","Management Consultant/Consultant en gestion",5111,8,,
"Alberta","Foothills","48022","Paula Shimp Liberal/Libéral","Granum, Alta./ Alb.","None/Aucun",4441,6.9,,
"Alberta","Foothills","48022","Josh Wylie Maverick Party/Maverick Party","Millarville, Alta./ Alb.","Energy Consultant/Consultant en énergie",2289,3.6,,
"Alberta","Foothills","48022","Brett Rogers Green Party/Parti Vert","Canmore, Alta./ Alb.","Entrepreneur/Entrepreneur",802,1.2,,
"Alberta","Fort McMurray--Cold Lake","48023","Laila Goodridge Conservative/Conservateur","Fort McMurray, Alta./ Alb.","Parliamentarian/Parlementaire",29242,67.8,     23761,  55.1
"Alberta","Fort McMurray--Cold Lake","48023","Shawn McDonald People's Party - PPC/Parti populaire - PPC","Lac la Biche, Alta./ Alb.","Self-Employed/Travailleur indépendant",5481,12.7,,
"Alberta","Fort McMurray--Cold Lake","48023","Garnett Robinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lac la Biche, Alta./ Alb.","Retired/À la retraite",4377,10.1,,
"Alberta","Fort McMurray--Cold Lake","48023","Abdifatah Abdi Liberal/Libéral","Fort McMurray, Alta./ Alb.","Oil Sands Worker/Travailleur des sables bitumineux",3060,7.1,,
"Alberta","Fort McMurray--Cold Lake","48023","Jonathan Meyers Maverick Party/Maverick Party","Fort McMurray, Alta./ Alb.","Post Operator/Opérateur de poste",479,1.1,,
"Alberta","Fort McMurray--Cold Lake","48023","Brian Deheer Green Party/Parti Vert","Lac la Biche, Alta./ Alb.","Music Instructor/Professeur de musique",423,1,,
"Alberta","Fort McMurray--Cold Lake","48023","Hughie Shane Whitmore VCP/CAC","Fort McMurray, Alta./ Alb.","Carpenter/Charpentier",88,.2,,
"Alberta","Grande Prairie--Mackenzie","48024","Chris Warkentin ** Conservative/Conservateur","Grande Prairie, Alta./ Alb.","Parliamentarian/Parlementaire",36361,68.4,     29899,  56.3
"Alberta","Grande Prairie--Mackenzie","48024","Jennifer Villebrun NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Valleyview, Alta./ Alb.","Teacher/Enseignante",6462,12.2,,
"Alberta","Grande Prairie--Mackenzie","48024","Shawn McLean People's Party - PPC/Parti populaire - PPC","Sexsmith, Alta./ Alb.","Red Seal Instrumentation Technician/Technicien en instrumentation, Sceau rouge",5411,10.2,,
"Alberta","Grande Prairie--Mackenzie","48024","Dan Campbell Liberal/Libéral","Edmonton, Alta./ Alb.","Consultant/Consultant",2397,4.5,,
"Alberta","Grande Prairie--Mackenzie","48024","Ambrose Ralph Maverick Party/Maverick Party","Grande Prairie, Alta./ Alb.","Oilfield Management/Gestion des champs pétrolifères",2195,4.1,,
"Alberta","Grande Prairie--Mackenzie","48024","Donovan Eckstrom Parti Rhinocéros Party/Parti Rhinocéros Party","Sexsmith, Alta./ Alb.","Audio Engineer/Ingénieur du son",314,.6,,
"Alberta","Lakeland","48025","Shannon Stubbs ** Conservative/Conservateur","Two Hills, Alta./ Alb.","Parliamentarian/Parlementaire",36557,69.4,     30730,  58.4
"Alberta","Lakeland","48025","Ann McCormack People's Party - PPC/Parti populaire - PPC","Clandonald, Alta./ Alb.","Farmer/Agricultrice",5827,11.1,,
"Alberta","Lakeland","48025","Des Bissonnette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lloydminster, Sask.","Support Care Provider/Fournisseuse de soins de soutien",5519,10.5,,
"Alberta","Lakeland","48025","John Turvey Liberal/Libéral","Edmonton, Alta./ Alb.","College Instructor/Professeur au niveau collégial",2610,5,,
"Alberta","Lakeland","48025","Fred Sirett Maverick Party/Maverick Party","Lloydminster, Alta./ Alb.","Retired/À la retraite",1674,3.2,,
"Alberta","Lakeland","48025","Kira Brunner Green Party/Parti Vert","Edmonton, Alta./ Alb.","Student/Étudiante",464,.9,,
"Alberta","Lethbridge","48026","Rachael Harder ** Conservative/Conservateur","Lethbridge, Alta./ Alb.","Parliamentarian/Parlementaire",32817,55.6,     21431,  36.3
"Alberta","Lethbridge","48026","Elaine Perez NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lethbridge, Alta./ Alb.","Student/Retail Sales Associate/Étudiante et associée de vente au détail",11386,19.3,,
"Alberta","Lethbridge","48026","Devon Hargreaves Liberal/Libéral","Lethbridge, Alta./ Alb.","Disability Insurance/Assurance invalidité",8928,15.1,,
"Alberta","Lethbridge","48026","Kimmie Hovan People's Party - PPC/Parti populaire - PPC","Lethbridge, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",4097,6.9,,
"Alberta","Lethbridge","48026","Kim Siever Independent/Indépendant(e)","Lethbridge, Alta./ Alb.","Independent Journalist/Journaliste indépendant",1179,2,,
"Alberta","Lethbridge","48026","Geoffrey Capp Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Accounting and Payroll/Comptabilité et service de la paie",566,1,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Glen Motz Conservative/Conservateur","Medicine Hat, Alta./ Alb.","Parliamentarian/Parlementaire",31648,65.4,     24832,  51.3
"Alberta","Medicine Hat--Cardston--Warner","48027","Jocelyn Stenger NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Regional Representative /Représentante régionale",6816,14.1,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Brodie Heidinger ** People's Party - PPC/Parti populaire - PPC","Medicine Hat, Alta./ Alb.","Insurance Adjuster/Expert en assurances",4484,9.3,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Hannah Wilson Liberal/Libéral","Ottawa, Ont.","Political Staffer/Membre du personnel politique",3515,7.3,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Geoff Shoesmith Maverick Party/Maverick Party","Walsh, Alta./ Alb.","Small Business Owner/Propriétaire de petite entreprise",1226,2.5,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Diandra Bruised Head Green Party/Parti Vert","Lethbridge, Alta./ Alb.","Councillor/Conseillère",725,1.5,,
"Alberta","Peace River--Westlock","48028","Arnold Viersen ** Conservative/Conservateur","Westlock County, Alta./ Alb.","Automotive Service Technician/Mécanicien de véhicules automobiles",29486,63,     23467,  50.2
"Alberta","Peace River--Westlock","48028","Gail Ungstad NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Slave Lake, Alta./ Alb.","Social Worker/Travailleuse sociale",6019,12.9,,
"Alberta","Peace River--Westlock","48028","Darryl Boisson People's Party - PPC/Parti populaire - PPC","High Prairie, Alta./ Alb.","Farmer and Business Owner/Agriculteur et propriétaire d'entreprise",5916,12.6,,
"Alberta","Peace River--Westlock","48028","Colin Krieger Maverick Party/Maverick Party","Valleyview, Alta./ Alb.","Oilfield, Field Operations/Champ pétrolifère – opérations sur le terrain",2573,5.5,,
"Alberta","Peace River--Westlock","48028","Leslie Penny Liberal/Libéral","Barrhead, Alta./ Alb.","Retired/À la retraite",2431,5.2,,
"Alberta","Peace River--Westlock","48028","Jordan Francis MacDougall Green Party/Parti Vert","Victoria, B.C./ C.-B.","Business Strategy and Development Associate/Associé en stratégie et développement d'entreprise",364,.8,,
"Alberta","Red Deer--Lacombe","48030","Blaine Calkins ** Conservative/Conservateur","Lacombe, Alta./ Alb.","Parliamentarian/Parlementaire",39805,64.2,     30999,  50.0
"Alberta","Red Deer--Lacombe","48030","Tanya Heyden-Kaye NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ponoka, Alta./ Alb.","Unemployed/Sans emploi",8806,14.2,,
"Alberta","Red Deer--Lacombe","48030","Megan Lim People's Party - PPC/Parti populaire - PPC","Ponoka County, Alta./ Alb.","Legal Assistant/Adjointe juridique",7893,12.7,,
"Alberta","Red Deer--Lacombe","48030","David Ondieki Liberal/Libéral","Edmonton, Alta./ Alb.","Registered Nurse, RN/Infirmier autorisé",3704,6,,
"Alberta","Red Deer--Lacombe","48030","Harry Joujan Maverick Party/Maverick Party","Red Deer, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",986,1.6,,
"Alberta","Red Deer--Lacombe","48030","Joan Barnes No Affiliation/Aucune appartenance","Sylvan Lake, Alta./ Alb.","Real Estate Agent/Agente d'immeubles",573,.9,,
"Alberta","Red Deer--Lacombe","48030","Matthew Watson Libertarian/Libertarien","Lacombe, Alta./ Alb.","Railroad Trackman/Agent de la voie des chemins de fer",212,.3,,
"Alberta","Red Deer--Mountain View","48029","Earl Dreeshen ** Conservative/Conservateur","Red Deer County, Alta./ Alb.","Parliamentarian/Parlementaire",40680,64.2,     31854,  50.3
"Alberta","Red Deer--Mountain View","48029","Marie Grabowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Springbrook, Alta./ Alb.","Medical Laboratory Technologist/Technologue de laboratoire médical",8826,13.9,,
"Alberta","Red Deer--Mountain View","48029","Kelly Lorencz People's Party - PPC/Parti populaire - PPC","Red Deer County, Alta./ Alb.","Self-Employed/Travailleur indépendant",7581,12,,
"Alberta","Red Deer--Mountain View","48029","Olumide Adewumi Liberal/Libéral","Airdrie, Alta./ Alb.","Occupational Health and Safety Specialist/Spécialiste de la santé et sécurité au travail",4084,6.4,,
"Alberta","Red Deer--Mountain View","48029","Mark Wilcox Maverick Party/Maverick Party","Carstairs, Alta./ Alb.","Airline Pilot/Pilote de ligne",1640,2.6,,
"Alberta","Red Deer--Mountain View","48029","Clayten Willington Independent/Indépendant(e)","Red Deer County, Alta./ Alb.","Barber/Barbier",298,.5,,
"Alberta","Red Deer--Mountain View","48029","Jared Pilon Libertarian/Libertarien","Springbrook, Alta./ Alb.","Chartered Professional Accountant/CPA",211,.3,,
"Alberta","St. Albert--Edmonton","48031","Michael Cooper ** Conservative/Conservateur","St. Albert, Alta./ Alb.","Parliamentarian/Parlementaire",29652,47.6,     11836,  19.0
"Alberta","St. Albert--Edmonton","48031","Kathleen Mpulubusi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Postal Worker/Travailleuse des postes",17816,28.6,,
"Alberta","St. Albert--Edmonton","48031","Greg Springate Liberal/Libéral","Edmonton, Alta./ Alb.","Professor/Professeur",11188,17.9,,
"Alberta","St. Albert--Edmonton","48031","Brigitte Cecelia People's Party - PPC/Parti populaire - PPC","St. Albert, Alta./ Alb.","Managerial/Gestionnaire",3684,5.9,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Garnett Genuis ** Conservative/Conservateur","Ardrossan, Alta./ Alb.","Parliamentarian/Parlementaire",41092,57.6,     26352,  36.9
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Aidan Bradley Theroux NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fort Saskatchewan, Alta./ Alb.","Student/Étudiant",14740,20.6,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Tanya Holm Liberal/Libéral","Sherwood Park, Alta./ Alb.","Self-Employed/Travailleuse indépendante",8730,12.2,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","John Wetterstrand People's Party - PPC/Parti populaire - PPC","Edmonton, Alta./ Alb.","Plumber/Plombier",5004,7,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Todd Newberry Maverick Party/Maverick Party","Sherwood Park, Alta./ Alb.","CTO/Motorman/Dir. technique/conducteur de train léger",849,1.2,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Sheldon Jonah Perris Green Party/Parti Vert","Sherwood Park, Alta./ Alb.","Student/Étudiant",700,1,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Charles Simpson Independent/Indépendant(e)","Fort Saskatchewan, Alta./ Alb.","Electrician/Électricien",283,.4,,
"Alberta","Sturgeon River--Parkland","48033","Dane Lloyd ** Conservative/Conservateur","Stony Plain, Alta./ Alb.","Parliamentarian/Parlementaire",40957,61.6,     28425,  42.8
"Alberta","Sturgeon River--Parkland","48033","Kendra Mills NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Stony Plain, Alta./ Alb.","Educator/Éducatrice",12532,18.9,,
"Alberta","Sturgeon River--Parkland","48033","Murray MacKinnon People's Party - PPC/Parti populaire - PPC","Spruce Grove, Alta./ Alb.","Outside Sales/Vente itinérante",6671,10,,
"Alberta","Sturgeon River--Parkland","48033","Irene Walker Liberal/Libéral","Edmonton, Alta./ Alb.","Retired Nurse/Infirmière à la retraite",4579,6.9,,
"Alberta","Sturgeon River--Parkland","48033","Jeff Dunham Maverick Party/Maverick Party","Spring Lake, Alta./ Alb.","Wildland Firefighter/Pompier sauvage",1240,1.9,,
"Alberta","Sturgeon River--Parkland","48033","Jeffrey Willerton Christian Heritage Party/Parti de l'Héritage Chrétien","Airdrie, Alta./ Alb.","Direct Sales/Ventes directes",497,.7,,
"Alberta","Yellowhead","48034","Gerald Soroka ** Conservative/Conservateur","Yellowhead County, Alta./ Alb.","Farmer/Agriculteur",33603,66.2,     27128,  53.4
"Alberta","Yellowhead","48034","Michael Manchen People's Party - PPC/Parti populaire - PPC","Hazeldine, Alta./ Alb.","Landlord/Propriétaire-bailleur",6475,12.7,,
"Alberta","Yellowhead","48034","Guillaume Roy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Jasper, Alta./ Alb.","Coordinator/Coordonnateur",5977,11.8,,
"Alberta","Yellowhead","48034","Sheila Schumacher Liberal/Libéral","Edmonton, Alta./ Alb.","Lawyer/Avocate",2829,5.6,,
"Alberta","Yellowhead","48034","Todd Muir Maverick Party/Maverick Party","Drayton Valley, Alta./ Alb.","Teacher/Enseignant",1761,3.5,,
"Alberta","Yellowhead","48034","Gordon Francey VCP/CAC","Edmonton, Alta./ Alb.","Information Technology/Technologie de l'information",147,.3,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Ed Fast ** Conservative/Conservateur","Abbotsford, B.C./ C.-B.","Parliamentarian/Parlementaire",21597,47.9,     10690,  23.7
"British Columbia/Colombie-Britannique","Abbotsford","59001","Navreen Gill Liberal/Libéral","Abbotsford, B.C./ C.-B.","Doctor/Médecin",10907,24.2,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","dharmasena yakandawela NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Coquitlam, B.C./ C.-B.","Barrister and Solicitor/Avocat-procureur",7729,17.2,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Kevin Sinclair People's Party - PPC/Parti populaire - PPC","Abbotsford, B.C./ C.-B.","Truck Driver/Camionneur",3300,7.3,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Stephen Fowler Green Party/Parti Vert","Abbotsford, B.C./ C.-B.","Teacher/Enseignant",1517,3.4,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Terry Beech ** Liberal/Libéral","Burnaby, B.C./ C.-B.","Parliamentarian/Parlementaire",19445,39.5,      5127,  10.4
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Jim Hanson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Vancouver, B.C./ C.-B.","Lawyer/Avocat",14318,29.1,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Kelsey Shein Conservative/Conservateur","Burnaby, B.C./ C.-B.","Government Relations/Relations gouvernementales",12535,25.5,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Peter Dolling Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Environmental Consultant/Expert-conseil en environnement",1516,3.1,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Brad Nickerson People's Party - PPC/Parti populaire - PPC","Burnaby, B.C./ C.-B.","Risk Manager/Gestionnaire des risques",1370,2.8,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Jagmeet Singh ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Parliamentarian/Parlementaire",16382,40.3,      4021,   9.9
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Brea Huang Sami Liberal/Libéral","Burnaby, B.C./ C.-B.","Accountant /Comptable",12361,30.4,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Likky Lavji Conservative/Conservateur","White Rock, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",9104,22.4,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Marcella Williams People's Party - PPC/Parti populaire - PPC","Surrey, B.C./ C.-B.","Real Estate Agent/Agente d'immeubles",1290,3.2,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Maureen Curran Green Party/Parti Vert","New Westminster, B.C./ C.-B.","Teacher With SD43/Enseignante au SD43",1175,2.9,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Martin Kendell Independent/Indépendant(e)","Burnaby, B.C./ C.-B.","Stay-at-Home Parent/Parent au foyer",296,.7,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Todd Doherty ** Conservative/Conservateur","Prince George, B.C./ C.-B.","Parliamentarian/Parlementaire",25771,50.8,     15448,  30.5
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Audrey McKinnon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Prince George, B.C./ C.-B.","Communications Coordinator/Coordonnatrice des communications",10323,20.4,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Garth Frizzell Liberal/Libéral","Prince George, B.C./ C.-B.","Municipal Councillor/Conseiller municipal",8397,16.6,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Jeremy Gustafson People's Party - PPC/Parti populaire - PPC","Horsefly, B.C./ C.-B.","Film Technician/Technicien de cinéma",4160,8.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Leigh Hunsinger-Chang Green Party/Parti Vert","Prince George, B.C./ C.-B.","Physician/Médecin",1844,3.6,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Henry Thiessen Christian Heritage Party/Parti de l'Héritage Chrétien","Vanderhoof, B.C./ C.-B.","Farm Hand, Labourer/Ouvrier agricole – Manœuvre",218,.4,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Dan Albas ** Conservative/Conservateur","Summerland, B.C./ C.-B.","Parliamentarian/Parlementaire",30563,47.6,     16750,  26.1
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Joan Phillip NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Penticton, B.C./ C.-B.","Lands Manager/Gestionnaire de terrains",13813,21.5,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Sarah Eves Liberal/Libéral","Merritt, B.C./ C.-B.","Teacher/Enseignante",13291,20.7,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Kathryn Mcdonald People's Party - PPC/Parti populaire - PPC","Surrey, B.C./ C.-B.","Legal Assistant/Adjointe juridique",4788,7.5,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Brennan Wauters Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Electrician/Électricien",1755,2.7,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Mark Strahl ** Conservative/Conservateur","Chilliwack, B.C./ C.-B.","Parliamentarian/Parlementaire",23987,46,     10060,  19.3
