Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Natasha Tremblay Conservative/Conservateur","L'Île-Bizard, Que./ Qc","Student/Étudiante",2756,7.7,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Rémi-Jocelyn Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sainte-Luce, Que./ Qc","Sales Advisor/Conseiller aux ventes",1435,4,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","James Morrison Green Party/Parti Vert","Sainte-Anne-des-Monts, Que./ Qc","Innkeeper/Aubergiste",699,1.9,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Éric Barnabé People's Party/Parti populaire","Québec, Que./ Qc","Retired/Retraité",210,.6,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Mathieu Castonguay Parti Rhinocéros Party/Parti Rhinocéros Party","Québec, Que./ Qc","Web Programmer/Programmeur Web",180,.5,,
"Quebec/Québec","Beauce","24007","Richard Lehoux Conservative/Conservateur","Saint-Elzéar, Que./ Qc","Farmer/Agriculteur",22860,38.5,      6064,  10.2
"Quebec/Québec","Beauce","24007","Maxime Bernier ** People's Party/Parti populaire","Saint-Georges, Que./ Qc","Lawyer/Avocat",16796,28.3,,
"Quebec/Québec","Beauce","24007","Guillaume Rodrigue Bloc Québécois/Bloc Québécois","Saint-Prosper, Que./ Qc","Youth Centre Counselor/Intervenant en maison de jeunes",8410,14.2,,
"Quebec/Québec","Beauce","24007","Adam Veilleux Liberal/Libéral","Lac-Poulin, Que./ Qc","Businessman/Homme d'affaires",6971,11.7,,
"Quebec/Québec","Beauce","24007","François Jacques-Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Elzéar, Que./ Qc","Addiction Social Worker/Intervenant social en dépendance",1847,3.1,,
"Quebec/Québec","Beauce","24007","Josiane Fortin Green Party/Parti Vert","Saint-Georges, Que./ Qc","Business Advisor/Conseillère aux entreprises",1461,2.5,,
"Quebec/Québec","Beauce","24007","Maxime Bernier Parti Rhinocéros Party/Parti Rhinocéros Party","Montréal, Que./ Qc","Deliveryman/Livreur",1084,1.8,,
"Quebec/Québec","Beauport--Limoilou","24008","Julie Vignola Bloc Québécois/Bloc Québécois","Québec, Que./ Qc","Teacher/Enseignante",15149,30.2,      1964,   3.9
"Quebec/Québec","Beauport--Limoilou","24008","Alupa Clarke ** Conservative/Conservateur","Québec, Que./ Qc","Parliamentarian/Parlementaire",13185,26.3,,
"Quebec/Québec","Beauport--Limoilou","24008","Antoine Bujold Liberal/Libéral","Boischatel, Que./ Qc","Government Affairs Advisor/Conseiller en affaires gouvernementales",13020,25.9,,
"Quebec/Québec","Beauport--Limoilou","24008","Simon-Pierre Beaudet NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./ Qc","Teacher/Enseignant",5599,11.2,,
